Num,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN,GU,PSALTERY
3.0,,,,,,,,,,,,,,,,,,,,,1812.0,,,,,,,ARNE'S,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1812.0,,,,,,,WIFE,,,,,,,
0.0,,,,,,,,,,,,,VACHON,,,,,,,,1813.0,,,,,,,MILLICO,,,,,,,
1.0,,,,,,,,,,,,,RODELL,,,,,,,,1813.0,,,,,,,FRASI~,,,,,,,
2.0,,,,,,,,,,,,,HAYES-,,,,,,,,1813.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,PAXTON,,,,,,,,1813.0,,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,FISCHER,,,,,,,,1813.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,CATLEY~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,MATTOCKS~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,REINHOLD,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1814.0,,,,,,,DUBELLAMY,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,REINHOLD,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,WILDE~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,WEWITZER~1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,DUBELLAMY,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,SMITH-1,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,WARD~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,BANNISTER,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,False,,THOMPSON~j,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1816.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1817.0,,,,,,,DUBELLAMY,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1817.0,,,,,,,WILDE~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1817.0,,,,,,,WEWITZER~1,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,False,,REINHOLD,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,False,,WEBBE,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,False,,WILDE~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,False,,WEWITZER~1,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1823.0,,,,,False,,DUBELLAMY,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1831.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1833.0,,,,,,,DUBELLAMY,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1833.0,,,,,,,WARD~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1833.0,,,,,,,WEWITZER~1,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1838.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1838.0,,,,,,,SAVOI,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1838.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1840.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1840.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1840.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1840.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1841.0,,,,,,,JAMESON~,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1843.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1843.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1843.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1843.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1844.0,,,,,,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1845.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1845.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1845.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1845.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1846.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1847.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1847.0,,,,,False,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1848.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1848.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1848.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1848.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1849.0,,,,,,,,,,,,,,
0.0,,,ARNE-ta,,,,,,,,,,,,,,,,,,1851.0,,,,,False,,,,True,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,1852.0,,,,,,,CLARK,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1852.0,,,,,,,JAMESON~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1852.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1853.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1853.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1853.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1853.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1854.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1855.0,,,,,,,CORRI~1,,,,,,,
1.0,,,,,,,,ABEL,,,,,,,,,,,,,1855.0,,,,,,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1856.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1856.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1856.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1856.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,1859.0,,,,,False,,NORRIS,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1860.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1860.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1860.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1860.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1861.0,,,,,False,,CORFE,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1861.0,,,,,False,,PARRY-2,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1862.0,,,,,False,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1863.0,,,,,,,,,,,,,,
0.0,,,ARNE-ta,,,,,,,,,,,,,,,,,,1864.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1865.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1866.0,,,,,False,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1867.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1867.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1867.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1867.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1868.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1869.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1870.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1871.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1872.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,WOODCOCK,,,,,,,1873.0,,,,,False,,THOMAS~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1873.0,,,,,False,,DYNE,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1874.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1874.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1874.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1874.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,1875.0,,,,,False,,WEICHSELL~f,,,,,,,
1.0,,,,,,,,,,,,,ABEL,,,,,,,,1875.0,,,,,False,,WEICHSELL~e,,,,,,,
2.0,,,,,,,,,,,,,FISCHER,,,,,,,,1875.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,1875.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,FLORIO,,,,,,,,1875.0,,,,,False,,,,,,,,,
5.0,,,,,,,,,,,,,WEICHSELL~e,,,,,,,,1875.0,,,,,False,,,,,,,,,
6.0,,,,,,,,,,,,,WEICHSELL,,,,,,,,1875.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1876.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1877.0,,,,,False,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1878.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1879.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1880.0,,,,,False,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1881.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1881.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1881.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1881.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,1882.0,,,,,False,,BANNISTER,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1882.0,,,,,False,,SCOTT~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1882.0,,,,,False,,YOUNG_LADY,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1882.0,,,,,False,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1883.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1884.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1885.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1886.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1887.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1888.0,,,,,False,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1889.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1889.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1889.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1889.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1890.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1891.0,,,,,,,JAMESON~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1891.0,,,,,,,BONAPACE,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1892.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1893.0,,,,,False,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1894.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1895.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1896.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1897.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1898.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,BACH,,,,,,,True,1899.0,,,,,False,,BARTHELEMON~m,,,,,,,
1.0,,,,,,,,,,,,,ABEL,,,,,,,,1899.0,,,,,False,,CORRI~1,,,,,,,
2.0,,,,,,,,,,,,,BARTHELEMON,,,,,,,,1899.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,1899.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,1899.0,,,,,False,,,,,,,,,
5.0,,,,,,,,,,,,,TACET,,,,,,,,1899.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,1900.0,,,,,False,,BARTHELEMON~m,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1900.0,,,,,False,,MEREDITH-1,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1901.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1902.0,,,,,,,BONAPACE,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1902.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1903.0,,,,,,,JAMESON~,,,,,,,
0.0,,,,,,,,BACH,,,,,,KAMMELL,,,,,,,1904.0,,,,,,,,,,,,,,
1.0,,,,,,,,ABEL,,,,,,,,,,,,,1904.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,BACH,,,,,,,,1905.0,,,,,False,,CORRI~1,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,1905.0,,,,,False,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,ARNE-ta,,,,,,,,,,,,,1906.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,BARTHELEMON,,,,,,,,1907.0,,,,,False,,BARTHELEMON~m,,,,,,,
1.0,,,,,,,,,,,,,CROSDILL,,,,,,,,1907.0,,,,,False,,MAHON~1,,,,,,,
2.0,,,,,,,,,,,,,FLORIO,,,,,,,,1907.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,SHARP,,,,,,,,1907.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,MAHON,,,,,,,,1907.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1908.0,,,,,,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1909.0,,,,,,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1909.0,,,,,,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1909.0,,,,,,,SAVOI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1909.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,,,,,,BACH,,,,,,,,1910.0,,,,,,,WEICHSELL~f,,,,,,,
1.0,,,,,,,,,,,,,ABEL,,,,,,,,1910.0,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,FISCHER,,,,,,,,1910.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,TACET,,,,,,,,1910.0,,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,CROSDILL,,,,,,,,1910.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,1910.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,BACH,,,,,,,,1911.0,,,,,,,GRASSI~,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,1911.0,,,,,,,WEICHSELL~f,,,,,,,
2.0,,,,,,,,,,,,,TACET,,,,,,,,1911.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,CROSDILL,,,,,,,,1911.0,,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,FISCHER,,,,,,,,1911.0,,,,,,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1912.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1913.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,BACH,,,,,,,,1914.0,,,,,,,GRASSI~,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,1914.0,,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,FISCHER,,,,,,,,1914.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,FLORIO,,,,,,,,1914.0,,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,1914.0,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,SODERINI,,,,,,,,1914.0,,,,,,,,,,,,,,
0.0,,,,,,,,CELESTINO,,,,,,,,,,,,,1915.0,,,,,,,BONAPACE,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1915.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,,,,,,BACH,,,,,,,,1916.0,,,,,False,,PASSINI,,,,,,,
1.0,,,,,,,,,,,,,ABEL,,,,,,,,1916.0,,,,,False,,SALPIETRO~,,,,,,,
2.0,,,,,,,,,,,,,FISCHER,,,,,,,,1916.0,,,,,False,,GALLI~,,,,,,,
3.0,,,,,,,,,,,,,TACET,,,,,,,,1916.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,SALPIETRO,,,,,,,,1916.0,,,,,False,,,,,,,,,
5.0,,,,,,,,,,,,,CIRRI?,,,,,,,,1916.0,,,,,False,,,,,,,,,
0.0,,,,,,,,SACCHINI,,,,,,,,,,,,,1917.0,,,,,False,,,,,,,,,
0.0,,,,,,,,GIARDINI,,,,,,,,,,,,,1918.0,,,,,False,,AGUJARI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1918.0,,,,,False,,GALLUCCI~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1918.0,,,,,False,,SAVOI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1919.0,,,,,False,,CLARK,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1919.0,,,,,False,,WOODMAN~,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1920.0,,,,,,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,1922.0,,,,,,,GRASSI~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1922.0,,,,,,,FOCHETTI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1923.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1924.0,,,,,,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1924.0,,,,,,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1925.0,,,,,,,SAVOI,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1925.0,,,,,,,LINLEY~m1,,,,,,,
0.0,,,,,,,,COLLA,,,,,,,,,,,,,1926.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,SMART-T,,,,,,,1927.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,HAY-r,,,,,,,1928.0,,,STANLEY,,,,DAVIES~C,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1928.0,,,,,,,YOUNG_PERSON,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1928.0,,,,,,,NORRIS,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1928.0,,,,,,,REINHOLD,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1929.0,,,,,,,,,,,,,,
0.0,,,ARNOLD,,,,,,,,,,,BARTHELEMON,,,,,,,1930.0,SIMPSON,,,,,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1930.0,,,,,,,REINHOLD,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1930.0,,,,,,,LEONI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1930.0,,,,,,,MATTOCKS~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1930.0,,,,,,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1931.0,,,,,,,,,,,,,,
0.0,,,,,,,,LAMOTTE,,,,,,,,,,,,,1932.0,,,,,,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1933.0,,,,,,,,,,,,,,
0.0,,,,,,,,,FLORIO,,,,,LAMOTTE,,,,,,,1935.0,FISCHER,,,,,,SCHINDLERIN~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1935.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1936.0,,,,,,,,,,,,,,
0.0,,,,,,,,,FLORIO,,,,,LAMOTTE,,,,,,,1938.0,FISCHER,,,,,,SCHINDLERIN~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1938.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1939.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,1940.0,,,,,,,CLARK,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1940.0,,,,,,,YOUNG_GENTLEMAN,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1940.0,,,,,,,BARTHELEMON~m,,,,,,,
0.0,,,,,,,,,,,,,,LAMOTTE,,,,,,,1941.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,WOODCOCK,,,,,,,1943.0,,,,,,,THOMAS~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1943.0,,,,,,,MEREDITH-1,,,,,,,
0.0,,,,,,,,ARNE-ta,,,,,,BARTHELEMON,,,,,,,1945.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1947.0,,,,,,,LINLEY~m1,,,,,,,
0.0,,,,,,,,,,,,,,LAMOTTE,,,,,,,1948.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1948.0,,,,,False,,CHAMPNESS,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1948.0,,,,,False,,LEONI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1948.0,,,,,False,,WRIGHTEN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1948.0,,,,,False,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,,FLORIO,,,,,LAMOTTE,,,,,,,1949.0,FISCHER,,,,,,SCHINDLERIN~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1949.0,,,,,,,BARTHELEMON~m,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1949.0,,,,,,,SAVILLE,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,1950.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1951.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,1952.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1952.0,,,,,False,,CHAMPNESS,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1952.0,,,,,False,,LEONI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1952.0,,,,,False,,WRIGHTEN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1952.0,,,,,False,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1955.0,,,,,False,,LINLEY~m1,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1955.0,,,,,False,,LINLEY~M2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1955.0,,,,,False,,DRAPER~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1955.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1955.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,LAMOTTE,,,,,,,1956.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1956.0,,,,,False,,CHAMPNESS,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1956.0,,,,,False,,LEONI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1956.0,,,,,False,,WRIGHTEN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1956.0,,,,,False,,WEICHSELL~f,,,,,,,
0.0,,,,,,,,,FLORIO,,,,,LAMOTTE,,,,,,,1957.0,FISCHER,,,,,,SCHINDLERIN~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1957.0,,,,,,,BARTHELEMON~m,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1957.0,,,,,,,SAVILLE,,,,,,,
0.0,,,,,,,,ARNE-ta,,,,,,BARTHELEMON,,,,,,,1958.0,,,,,,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,1959.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,LINLEY~m1,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,LINLEY~M2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,DRAPER~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,REINHOLD,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,False,,DYNE,,,,,,,
