Num,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN,GU,PSALTERY
3.0,,,,,,,,,,,,,BAUMGARTEN-s,,,,,,,,2318.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2319.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2319.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2321.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2321.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2322.0,,,,,False,,,,,,,,,
0.0,,,,,,,,STANLEY,,,,,,,,,,,,,2323.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,LINLEY-t1,,,,,,,,,,,,,2323.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2323.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2323.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2323.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2324.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2325.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2325.0,,,,,False,,REINHOLD,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2325.0,,,,,False,,KENNEDY~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2325.0,,,,,False,,YOUNG_LADY,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2326.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2326.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2327.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2327.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2327.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2327.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2327.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,CRAMER-w,,,,,,,,,,,,,,,,,,2328.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2329.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2329.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2329.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2329.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2329.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2330.0,,,,,,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2331.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2331.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2332.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2332.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2333.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2334.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2334.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2334.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2334.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2334.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2335.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2336.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2336.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2337.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2337.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2337.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2337.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2337.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,,,,LIGARD,,GIARDINI,,,,,,,,2338.0,,,,,False,,PIOZZI,,,,,,,
1.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,2338.0,,,,,False,,POZZI~,,,,,,,
2.0,,,,,,,,,,,,,PARKE,,,,,,,,2338.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,CLEMENTI,,,,,,,,2338.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2339.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2339.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2339.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2339.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2339.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2340.0,,,,,,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2341.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2341.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2342.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2342.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2342.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2342.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2342.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,,,,,,,FISHER,,,,,,,2343.0,,,,,,,KIRBY~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2343.0,,,,,,,CLARK,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2343.0,,,,,,,KENNEDY~,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2344.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2344.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2344.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2344.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2344.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2345.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2346.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2346.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2347.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2347.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2347.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2347.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2347.0,,,,,False,,WEBSTER,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2349.0,,,,,False,,LINLEY~M2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2349.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2349.0,,,,,False,,WRIGHTEN~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2349.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2349.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,False,,LINLEY~?m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,False,,WRIGHTEN~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,False,,CHAMPNESS,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2351.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2351.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2352.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2353.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2353.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,MOREAU,,CRAMER-w,,,,,,,,2354.0,,,,,False,,MADDEN~m,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2355.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2355.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2357.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2358.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2358.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2359.0,,,,,,,HARPER~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2359.0,,,,,,,YOUNG_LADY,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2360.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2361.0,,,,,False,,TENDUCCI,,,,,,,
1.0,,,,,,,,,,,,,FISCHER,,,,,,,,2361.0,,,,,False,,MARCHETTI~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2361.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,FLORIO,,,,,,,,2361.0,,,,,False,,,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2362.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2362.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2363.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,,,,,,,,,,,2364.0,,,,,False,,HARROP~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2364.0,,,,,False,,TENDUCCI,,,CERVETTO-j,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2365.0,,,,,,,WEICHSELL~f,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2365.0,,,,,,,WEICHSELL~e,,,,,,,
0.0,,,,,,,,ABEL,,,,,,,,,,,,,2367.0,,,,,False,,HARROP~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2367.0,,,,,False,,TENDUCCI,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2369.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2370.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,GIARDINI,,,,,,,,2372.0,,,,,False,,TENDUCCI,,,,,,,
1.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2372.0,,,,,False,,PIOZZI,,,,,,,
2.0,,,,,,,,,,,,,FISCHER,,,,,,,,2372.0,,,,,False,,MARCHETTI~,,,,,,,
3.0,,,,,,,,,,,,,FLORIO,,,,,,,,2372.0,,,,,False,,PACCHIEROTTI,,,,,,,
0.0,,,COOKE,,,,,,,,,,,CRAMER-w,,,,,,,2373.0,PARKE,,,,,,HARPER~,,,CROSDILL,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2373.0,,,,,,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2373.0,,,,,,,NORRIS,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2373.0,,,,,,,REINHOLD,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2373.0,,,,,,,DYNE,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,2373.0,,,,,,,AYRTON,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2374.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2375.0,,,MOLLER,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2378.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2379.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2382.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,GEHOT,,,,,,,2383.0,,,,,False,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2384.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2385.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2385.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2385.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2385.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2385.0,,,,,False,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2386.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2387.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2387.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2387.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2387.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2387.0,,,,,False,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2388.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2389.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2389.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2389.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2389.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2389.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2390.0,,,,,False,,VERNON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2390.0,,,,,False,,REINHOLD,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2390.0,,,,,False,,KENNEDY~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2390.0,,,,,False,,YOUNG_LADY,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2391.0,,,,,,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2392.0,,,,,,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2394.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,2395.0,,,,,False,,,,,,,,,
0.0,,,,,,,,STANLEY,,,,,,RICHARDS,,,,,,,2396.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,LINLEY-t1,,,,,,,,,,,,,2396.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2396.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2396.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2396.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2397.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2398.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2398.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2398.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2398.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2398.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2399.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2399.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2399.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2399.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2399.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2401.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2401.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2401.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2401.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2401.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2402.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2403.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2403.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2403.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2403.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2403.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2404.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2404.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2404.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2404.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2404.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2405.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2405.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2405.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2405.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2405.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2406.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2407.0,,OPERA_ORCH,,WEICHSELL~e,False,,RONCAGLIA,,,,,,,
1.0,,,,,,,,,,,,,LEBRUN,,,,,,,,2407.0,,,,,False,,LEBRUN~,,,,,,,
2.0,,,,,,,,,,,,,FLORIO,,,,,,,,2407.0,,,,,False,,,,,,,,,
3.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2407.0,,,,,False,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2408.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2408.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2408.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2408.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2408.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2409.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2410.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2410.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2410.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2410.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2410.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,ARNOLD,,,,,,SALOMON,,,,,,,2411.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,SALOMON,,,,,,,,2412.0,,,,,,,ANSANI,,,,,,,
1.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,2412.0,,,,,,,LEBRUN~,,,,,,,
2.0,,,,,,,,,,,,,VINCENT,,,,,,,,2412.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,SNOW-j,,,,,,,,2412.0,,,,,,,,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2413.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2414.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2414.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2414.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2414.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2414.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2415.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,RAUZZINI,,,,,BARTHELEMON,,,,,,,,2416.0,,,,,False,,TENDUCCI,,,,,,,
1.0,,,,,,,,,,,,,LEBRUN,,,,,,,,2416.0,,,,,False,,ANSANI,,,,,,,
2.0,,,,,,,,,,,,,CERVETTO-j,,,,,,,,2416.0,,,,,False,,RAUZZINI,,,,,,,
3.0,,,,,,,,,,,,,GUEST~,,,,,,,,2416.0,,,,,False,,ABRAMS~,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2417.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,False,,REINHOLD,,,,,,,
0.0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2419.0,,,,,,,,,,,,,,
0.0,,,,,,,,BACH,,,HINNER,,BACH,,,,,,,,2420.0,,,,,False,,ANSANI,,,,,,,
1.0,,,,,,,,ABEL,,,,,ABEL,,,,,,,,2420.0,,,,,False,,POLLONE~,,,,,,,
2.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2420.0,,,,,False,,TENDUCCI,,,,,,,
3.0,,,,,,,,,,,,,FISCHER,,,,,,,,2420.0,,,,,False,,,,,,,,,
4.0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2420.0,,,,,False,,,,,,,,,
0.0,,,,,,,,,,,,,,RICHARDS,,,,,,,2421.0,,,,,False,,LINLEY~m2,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,2421.0,,,,,False,,DRAPER~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,2421.0,,,,,False,,PRUDOM~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,2421.0,,,,,False,,NORRIS,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,2421.0,,,,,False,,REINHOLD,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,2421.0,,,,,False,,YOUNG_GENTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,BARTHELEMON,,,,,,,,2422.0,,,,,False,,ABRAMS~,,,,,,,
1.0,,,,,,,,,,,,,CROSDILL,,,,,,,,2422.0,,,,,False,,WEBBE,,,,,,,
2.0,,,,,,,,,,,,,LEBRUN,,,,,,,,2422.0,,,,,False,,PIOZZI,,,,,,,
0.0,,,,,,,,RAUZZINI,,,,,BARTHELEMON,,,,,,,,2424.0,,,,,False,,TENDUCCI,,,,,,,
1.0,,,,,,,,,,,,,LEBRUN,,,,,,,,2424.0,,,,,False,,ANSANI,,,,,,,
