,Composer,From,Genre,No,Title_of_Piece,Instrument_Num,Instrument,Performer
437,HASSE,0,SG,130,'CHI_NON',0,0.0,GALLI~
438,0,0,SL,130,0,0,VN,GIARDINI
439,PORPORA,0,SG,130,'PIRUO_DEL',0,0.0,FRANCESINA~
440,PARADIES,0,SG,130,'SPERA_IL',0,0.0,GALLI~
441,GEMINIANI,0,CNGR,130,0,0,0.0,0.0
442,HANDEL,0,O,132,^JOSHUA^,0,0.0,0.0
443,HANDEL,0,O,133,^HERCULES^,0,0.0,0.0
444,?,0,0,133,0,0,V,WASS
445,HANDEL,0,OV,134,0,0,0.0,0.0
446,HANDEL,0,SG,134,'LET_ME_WANDER',0,0.0,SHEWARD~
447,HANDEL,0,SG,134,'DIMMI_CARO',0,0.0,FRANCESINA~
448,0,0,CN,134,0,0,VC,PASQUALINO
449,LAMPUGNANI,0,SG,134,'A_ME_CHE',0,0.0,GALLI~
450,HANDEL,0,SG,134,'DICA_IL',0,0.0,FRASI~
451,0,0,CNGR,134,0,0,0.0,0.0
452,0,0,CN,134,0,0,OB,VINCENT
453,0,0,SG,134,'YE_GENTLE',0,0.0,SHEWARD~
454,PALMA-2,0,SG,134,'SPESSO_MI',0,0.0,GALLI~
455,0,0,SL,134,0,0,VN,GIARDINI
456,HANDEL,0,SG,134,'SI_L'INTENDESTI',0,0.0,FRANCESINA~
457,MANFREDINI,0,SG,134,'MON_CURO',0,0.0,GALLI~
458,SAMMARTINI,0,CNGR,134,0,0,0.0,0.0
459,0,0,VOLUNTARY,136,0,0,0.0,BANDALONE
460,HANDEL,0,O,137,^JEPHTHA^,0,0.0,0.0
461,[SOME,0,0,138,0,0,0.0,MUSIC
462,HANDEL,HANDEL O ^SAMSON^,OV,138,0,0,0.0,0.0
463,0,0,CN,138,0,0,HPD,LADY
464,0,0,SL,138,0,0,0.0,FL.]
465,HANDEL,0,O,139,^JEPHTHA^,0,0.0,0.0
466,HANDEL,0,OV,140,0,0,0.0,0.0
467,HANDEL,0,SG,140,'O_GODLIKE',0,0.0,SHEWARD~
468,HANDEL,0,SG,140,'IL_MIO_COR',0,0.0,FRANCESINA~
469,0,0,CN,140,0,0,VC,PASQUALINO
470,TERRADELLAS,0,SG,140,'NON_SO',0,0.0,GALLI~
471,LAMPUGNANI,0,SG,140,'DA_QUESTO',0,0.0,FRANCESINA~
472,0,0,CN,140,0,0,HPD,OGLE
473,0,0,CN,140,0,0,OB,VINCENT
474,0,0,SG,140,'TROPPO_CARO',0,0.0,SHEWARD~
475,HANDEL,0,SG,140,'IL_COR_MIO',0,0.0,GALLI~
476,0,0,SL,140,0,0,VN,GIARDINI
477,VERACINI,0,SG,140,'A_SCOLTO',0,0.0,FRANCESINA~
478,CIAMPI,0,SG,140,'LA_PER',0,0.0,GALLI~
479,SAMMARTINI,0,CNGR,140,0,0,0.0,0.0
480,0,0,SL,141,0,0,0.0,COLLA
481,0,0,SL,142,0,0,VN,PASQUALI
482,0,0,SL,142,0,0,OB,VINCENT
483,0,0,SL,142,0,0,BN,MILLER-j
484,0,0,SL,142,0,0,VC,PASQUALINO
485,NEW,0,0,142,0,0,0.0,WITH
486,GIARDINI,0,OV,144,0,0,0.0,0.0
487,TERRADELLAS,0,SG,144,'A'TALI_ACCENTE',0,0.0,GALLI~
488,0,0,SL,144,0,0,VC,PASQUALINO
489,0,0,SG,144,'AH_D'ASCOLTAR',0,0.0,GAMBARINI~
490,VINCI,0,SG,144,'VO_SOLCANDO',0,0.0,GALLI~
491,0,0,CNGR,144,0,0,0.0,0.0
492,GALUPPI,0,OV,144,0,0,0.0,0.0
493,PELLEGRINI,0,SG,144,'SE_IL_CIEL',0,0.0,GALLI~
494,TERRADELLAS,0,SG,144,'MI_CREDI',0,0.0,GAMBARINI~
495,0,0,SL,144,0,0,VN,GIARDINI
496,VINCI,0,DT,144,0,0,v,'TU_VUOI'
497,VINCI,0,DT,144,0,1,v,'TU_VUOI'
498,0,0,SL,144,0,0,OB,VINCENT
499,GALUPPI,0,SG,144,'QUANDO_DIREI',0,0.0,GALLI~
500,HANDEL,0,CN,145,0,0,ORG,YOUNG~I
501,HANDEL,0,O,146,^JEPHTHA^,0,0.0,0.0
502,HANDEL,0,O,149,^SAMSON^,0,0.0,0.0
503,?,0,0,149,0,0,V,BEARD
504,GALUPPI,0,OV,150,0,0,0.0,0.0
505,HANDEL,0,SG,150,'AS_WHEN',0,0.0,SHEWARD~
506,GALUPPI,0,SG,150,'IO_LASCIAR',0,0.0,FRANCESINA~
507,0,0,SL,150,0,0,VC,PASQUALINO
508,HANDEL,0,SG,150,'PROVE_SONO',0,0.0,GALLI~
509,TERRADELLAS,0,SG,150,'SE_PERDE',0,0.0,FRANCESINA~
510,0,0,CN,150,0,0,OB,VINCENT
511,0,0,CN,150,0,0,BN,BAUMGARTEN-s
512,HANDEL,0,SG,150,'YE_VERDANT',0,0.0,SHEWARD~
513,LEO,0,SG,150,'DALL_CARO',0,0.0,GALLI~
514,0,0,SL,150,0,0,VN,GIARDINI
515,ARAIA,0,SG,150,'SCHERZA_HA',0,0.0,FRANCESINA~
516,LAMPUGNANI,0,SG,150,'AMI_RITORNATE',0,0.0,GALLI~
517,AVISON,0,CNGR,150,0,0,0.0,0.0
518,GIARDINI,0,OV,152,0,0,0.0,0.0
519,MANFREDINI,0,SG,152,'TRA_IL_VENTO',0,0.0,GALLI~
520,0,0,SL,152,0,0,VC,PASQUALINO
521,MAJO-G,0,SG,152,'IL_PASTOR',0,0.0,MANFREDINI
522,HANDEL,0,SG,152,'CARA_SPOSA',0,0.0,GALLI~
523,0,0,CNGR,152,0,0,0.0,0.0
524,CORELLI,0,CNGR,152,0,0,0.0,8TH
525,?MANFREDINI,0,SG,152,'SE_POSSONO',0,0.0,MANFREDINI
526,0,0,SL,152,0,0,VN,GIARDINI
527,MANFREDINI,0,SG,152,'ALMEN_SE',0,0.0,GALLI~
528,0,0,CN,152,0,0,OB,EIFFERT
529,CIAMPI,0,SG,152,'QUEL_RUSCELLETTO',0,0.0,MANFREDINI
530,0,0,DT,152,0,0,v,?
531,0,0,DT,152,0,1,v,?
532,HANDEL,0,O,155,^SAMSON^,0,0.0,0.0
533,0,0,CN,156,0,0,ORG,GAMBARINI~
534,PERGOLESI,PERGOLESI O ^STABAT_MATER^,SG,156,0,0,0.0,0.0
535,CORELLI,0,CNGR,156,0,0,TPT,)
536,CORELLI,0,CNGR,156,0,1,TPT,?
537,CORELLI,0,CNGR,156,0,2,HN,?
538,CORELLI,0,CNGR,156,0,3,HN,?
539,CORELLI,0,CNGR,156,0,4,DRS,?
540,HANDEL,0,O,158,^SAMSON^,0,0.0,0.0
541,PALMA-2,0,SG,159,'LA_DONA',0,0.0,SHEWARD~
542,HASSE,0,SG,159,'QUESTO_CORE',0,0.0,FRANCESINA~
543,0,0,CN,159,0,0,OB,VINCENT
544,SAINT_GERMAIN,0,SG,159,'PER_PIETO',0,0.0,GALLI~
545,GALUPPI,0,SG,159,'QUESTO_RAPIDO',0,0.0,FRANCESINA~
546,0,0,CN,159,0,0,HPD,OGLE
547,0,0,CN,159,0,0,VC,PASQUALINO
548,HANDEL,0,SG,159,'THE_PRINCE',0,0.0,SHEWARD~
549,TERRADELLAS,0,SG,159,'ATALI_CENTI',0,0.0,GALLI~
550,0,0,SL,159,0,0,VN,GIARDINI
551,GALUPPI,0,SG,159,'PER_MOMENTI',0,0.0,FRANCESINA~
552,CIAMPI,0,SG,159,'VARCAN',0,0.0,GALLI~
553,AVISON,0,CNGR,159,0,0,0.0,0.0
554,GIARDINI,0,OV,162,0,0,0.0,0.0
555,PASQUALI,0,SG,162,'O_'TIS_ELYSIUM',0,0.0,SHEWARD~
556,0,0,CN,162,0,0,VC,BENEKI
557,TERRADELLAS,0,SG,162,'A'_TAL_ACCENTI',0,0.0,GALLI~
558,0,0,CN,162,0,0,HPD,OGLE
559,0,0,SL,162,0,0,VN,CHABRAN
560,HANDEL,0,SG,162,'L'AMOR',0,0.0,SHEWARD~
561,GEMINIANI,0,CNGR,162,0,0,0.0,SET
562,BETWEEN,0,0,162,0,0,HP,GWYNN
563,0,0,CN,162,0,0,OB,EIFFERT
564,0,0,SG,162,'YE_GENTLE',0,0.0,SHEWARD~
565,PALMA-2,0,SG,162,'SPESSIMI_SENTO',0,0.0,GALLI~
566,0,0,SL,162,0,0,VN,GIARDINI
567,PALMA-2,0,SG,162,'BASTA_COSI',0,0.0,GALLI~
568,0,0,SG,162,'IF_WINE',0,0.0,SHEWARD~
569,0,0,CNGR,162,0,0,0.0,0.0
570,0,0,SG,162,'THE_RAVISHED',0,0.0,SHEWARD~
571,HANDEL,0,O,163,^JUDAS_MACCABAEUS^,0,0.0,0.0
572,HANDEL,0,O,164,^JUDAS_MACCABAEUS^,0,0.0,0.0
573,PERGOLESI,0,OV,165,0,0,0.0,0.0
574,HANDEL,0,SG,165,'L'AMOR',0,0.0,SHEWARD~
575,HASSE,0,SG,165,'DALLE_SFERE',0,0.0,FRANCESINA~
576,0,0,CN,165,0,0,OB,VINCENT
577,0,0,SG,165,'SO_CHE',0,0.0,GALLI~
578,GALUPPI,0,SG,165,'IN_LASCIAR',0,0.0,FRANCESINA~
579,0,0,CN,165,0,0,BN,BAUMGARTEN-s
580,0,0,CN,165,0,0,VC,PASQUALINO
581,0,0,SG,165,'IF_WINE',0,0.0,SHEWARD~
582,LAMPUGNANI,0,SG,165,'QUANDO_SULERBE',0,0.0,GALLI~
583,0,0,SL,165,0,0,VN,GIARDINI
584,LAMPUGNANI,0,SG,165,'QUANDO_MIRA',0,0.0,FRANCESINA~
585,PALMA-2,0,SG,165,'VOI_DONCELLI',0,0.0,GALLI~
586,CORELLI,CORELLI SL,CNGR,165,0,0,0.0,0.0
587,GIARDINI,0,OV,166,0,0,0.0,0.0
588,ALBERTI,0,SG,166,'CARO_SPOSO',0,0.0,FRASI~
589,HANDEL,0,SG,166,'THRO'_THE_LAND',0,0.0,BEARD
590,0,0,CN,166,0,0,vc,PASQUALINO
591,HANDEL,0,SG,166,'HONOUR_AND',0,0.0,WASS
592,VINCI,0,SG,166,'VO_SOLCANDO',0,0.0,GALLI~
593,0,0,CN,166,0,0,vn,GIARDINI
594,HANDEL,0,SG,166,'FATHER_OF',0,0.0,GALLI~
595,HANDEL,0,SG,166,'REVENGE',0,0.0,WASS
596,0,0,CN,166,0,0,bn,MILLER-j
597,HANDEL,0,SG,166,'SEE_HERCULES',0,0.0,FRASI~
598,HANDEL,0,SG,166,'THE_TRUMPETS',0,0.0,BEARD
599,0,0,DT,166,0,0,v,FRASI~
600,0,0,DT,166,0,1,v,GALLI~
601,0,0,CN,166,0,0,ob,VINCENT
602,HANDEL,0,SG,166,'LOVE_IN',0,0.0,BEARD
603,CIAMPI,0,SG,166,'PASTORELLA',0,0.0,GALLI~
604,JOMMELLI,0,SG,166,'SE_PERDE',0,0.0,FRASI~
605,HANDEL,0,TR,166,'THE_FLOCKS',0,v,FRASI~
606,HANDEL,0,TR,166,'THE_FLOCKS',1,v,BEARD
607,HANDEL,0,TR,166,'THE_FLOCKS',2,v,WASS
608,HANDEL,0,CNGR,166,0,0,0.0,0.0
609,HANDEL,0,O,167,^MESSIAH^,0,0.0,0.0
610,HANDEL,0,O,168,^MESSIAH^,0,0.0,0.0
611,0,0,VOLUNTARY,168,0,0,org,HANDEL
612,GIARDINI,0,OV,169,0,0,0.0,0.0
613,HANDEL,0,SG,169,'SIN_NOT',0,0.0,FRANCESINA~
614,0,0,SL,169,0,0,OB,VINCENT
615,PARADIES,0,SG,169,'SE_PRIA',0,0.0,GALLI~
616,HANDEL,0,SG,169,'RETURN_O_GOD',0,0.0,FRANCESINA~
617,PASQUALI,0,CN,169,0,0,HPD,OGLE
618,0,0,CN,169,0,0,VN,GIARDINI
619,HANDEL,0,SG,169,'O_BEAUTEOUS',0,0.0,FRANCESINA~
620,GIARDINI?,0,DT,169,0,0,VN,GIARDINI
621,GIARDINI?,0,DT,169,0,1,VN,FROUD
622,HASSE,0,SG,169,'SALVE_REGINA',0,0.0,GALLI~
623,SAMMARTINI,0,CNGR,169,0,0,0.0,0.0
624,HANDEL,HANDEL O ^RODELINDA^,OV,170,0,0,0.0,0.0
625,PALMA-2,0,SG,170,'VOGLIA_ME',0,0.0,SHEWARD~
626,GALUPPI,0,SG,170,'VOI_CHE',0,0.0,FRANCESINA~
627,0,0,SL,170,0,0,VC,PASQUALINO
628,PARADIES,0,SG,170,'SPERA_IL',0,0.0,GALLI~
629,TERRADELLAS,0,SG,170,'SE_PERDE',0,0.0,FRANCESINA~
630,0,0,CN,170,0,0,OB,VINCENT
631,0,0,CN,170,0,0,0.0,0.0
632,HANDEL,0,SG,170,'WITH_RAVISH'D',0,0.0,SHEWARD~
633,GLUCK,0,SG,170,'SE_CRUDELE',0,0.0,GALLI~
634,0,0,SL,170,0,0,VN,GIARDINI
635,LAMPUGNANI,0,SG,170,'DA_QUESTO',0,0.0,FRANCESINA~
636,PERGOLESI,0,SG,170,'NO_NON',0,0.0,GALLI~
637,CORELLI,CORELLI SL,CNGR,170,0,0,0.0,0.0
638,0,0,SG,171,'DEAR_AMANDA',0,0.0,POWELL-1
639,0,0,SL,171,0,0,VDA,GROSMAN
640,0,0,CN,171,0,0,HPD,KEEN
641,PIECE,0,0,171,0,0,DRS,WOODBRIDGE-j
642,0,0,SL,173,0,0,VN,BROWN-a
643,HANDEL,0,O,174,^MESSIAH^,0,0.0,0.0
644,HANDEL,0,OV,175,0,0,0.0,0.0
645,STANLEY,0,SG,175,'WHO'LL_BUY',0,0.0,SHEWARD~
646,VERACINI,0,SG,175,'S'ALTRO_CHE',0,0.0,FRANCESINA~
647,0,0,CN,175,0,0,VC,PASQUALINO
648,LAMPUGNANI,0,SG,175,'ALMA_CHI',0,0.0,GALLI~
649,0,0,SG,175,'SIETE_BARBARE',0,0.0,FRANCESINA~
650,0,0,CN,175,0,0,HPD,OGLE
651,0,0,CN,175,0,0,OB,VINCENT
652,HANDEL,0,SG,175,'YE_VERDANT',0,0.0,SHEWARD~
653,HASSE,0,SG,175,'CHI_NON',0,0.0,GALLI~
654,0,0,SL,175,0,0,VN,GIARDINI
655,VERACINI,0,SG,175,'PER_PAUIR',0,0.0,FRANCESINA~
656,GALUPPI,0,SG,175,'QUANDO_DIRELI',0,0.0,GALLI~
657,AVISON,0,CNGR,175,0,0,0.0,0.0
658,HELLENDAAL,0,SL,176,0,0,VN,HELLENDAAL
659,HELLENDAAL,0,CNGR,176,0,0,0.0,FUGUES
660,0,0,SL,176,0,0,VC,PASQUALINO
661,0,0,CN,176,0,0,HPD,WORGAN
662,0,0,CN,176,0,0,HP,GWYNN
663,0,0,CN,177,0,0,BN,DELLAVALLE
664,PIECE,0,0,177,0,0,BN,DELLAVALLE
665,0,0,SG,177,0,0,0.0,DELLAVALLE~
666,0,0,CN,177,0,0,VN,GIARDINI
667,0,0,DT,177,0,0,BN,DELLAVALLE
668,0,0,DT,177,0,1,VC,CERVETTO-gb
669,COLLA,0,0,177,0,0,0.0,INSTRUMENT
670,HANDEL,0,OV,178,0,0,0.0,0.0
671,VERACINI,0,SG,178,'MASO_VERRAI',0,0.0,SHEWARD~
672,HASSE,0,SG,178,'PARTO_MA',0,0.0,FRANCESINA~
673,0,0,SL,178,0,0,OB,VINCENT
674,GLUCK,0,SG,178,'RASERENA',0,0.0,GALLI~
675,HASSE,0,SG,178,'RIDE_IL',0,0.0,FRANCESINA~
676,0,0,CN,178,0,0,HPD,OGLE
677,0,0,CN,178,0,0,BN,MILLER-j
678,HANDEL,0,SG,178,'LET_ME',0,0.0,SHEWARD~
679,LAMPUGNANI,0,SG,178,'PRAVA_DEL',0,0.0,GALLI~
680,0,0,SL,178,0,0,VN,GIARDINI
681,JOMMELLI,0,SG,178,'CHE_TIRANNO',0,0.0,FRANCESINA~
682,GALUPPI,0,SG,178,'VARCAN',0,0.0,GALLI~
683,SAMMARTINI,0,CNGR,178,0,0,0.0,3RD
684,GIARDINI,0,OV,179,0,0,0.0,0.0
685,GALUPPI,0,SG,179,'LEON_CACCIATO',0,0.0,FRASI~
686,HANDEL,0,SG,179,'THRO'_THE_LAND',0,0.0,BEARD
687,0,0,CN,179,0,0,vc,PASQUALINO
688,HANDEL,0,SG,179,'OH!_RUDDIER',0,0.0,WASS
689,VINCI,0,SG,179,'VO_SOLCANDO',0,0.0,GALLI~
690,0,0,CN,179,0,0,vn,GIARDINI
691,PELLEGRINI,0,SG,179,'SI'L_CIEL',0,0.0,GALLI~
692,BOYCE,0,SG,179,'ANGRY_FLAMES',0,0.0,WASS
693,0,0,CN,179,0,0,bn,MILLER-j
694,CIAMPI,0,SG,179,'INFELICE_IN_VAN',0,0.0,FRASI~
695,PURCELL,0,SG,179,'YE_TWICE_TEN',0,0.0,BEARD
696,0,0,CN,179,0,0,ob,VINCENT
697,ARNE-TA,0,SG,179,'BENEATH_THIS',0,0.0,BEARD
698,LAMPUGNANI,0,SG,179,'A_ME',0,0.0,GALLI~
699,PEREZ,0,SG,179,'FINCHE_PER',0,0.0,FRASI~
700,HANDEL,0,TR,179,'THE_FLOCKS',0,v,FRASI~
701,HANDEL,0,TR,179,'THE_FLOCKS',1,v,BEARD
702,HANDEL,0,TR,179,'THE_FLOCKS',2,v,WASS
703,HANDEL,0,CNGR,179,0,0,0.0,0.0
704,0,0,CN,180,0,0,FL,DAVIES-r
705,HANDEL,0,SG,180,'THE_PRINCE',0,0.0,SHEWARD~
706,0,0,SL,180,0,0,VC,CERVETTO-gb
707,CIAMPI,0,SG,180,'VARCAN',0,0.0,GALLI~
708,HANDEL,0,CN,180,0,0,HPD,DAVIES~m
709,0,0,SL,180,0,0,0.0,0.0
710,HANDEL,HANDEL O ^JEPHTHA',SG,180,'THE_SMILING',0,0.0,SHEWARD~
711,0,0,CN,180,0,0,BN,MILLER-j
712,TERRADELLAS,0,SG,180,'SE_SPUNTAN',0,0.0,GALLI~
713,0,0,SL,180,0,0,FL,DAVIES~m
714,PALMA-2,0,SG,180,'BASTA_COSTI',0,0.0,GALLI~
715,0,0,SL,180,0,0,VN,GIARDINI
716,HANDEL,0,O,180,^CORONATION_ANTHEM^,0,0.0,WITH
717,0,0,DT,181,0,0,v,DAVIS
718,0,0,DT,181,0,1,v,DAVIS~1
719,0,0,SG,181,0,0,0.0,"DIVERSION"""
720,HANDEL,0,OV,182,0,0,0.0,0.0
721,HANDEL,0,SG,182,'THE_SMILING',0,0.0,SHEWARD~
722,0,0,SG,182,'REGIO_IL',0,0.0,FRANCESINA~
723,0,0,SL,182,0,0,VC,PASQUALINO
724,TERRADELLAS,0,SG,182,'NON_SO',0,0.0,GALLI~
725,0,0,SG,182,'DIMMI_CHE',0,0.0,FRANCESINA~
726,0,0,CN,182,0,0,OB,VINCENT
727,0,0,CN,182,0,0,BN,MILLER-j
728,PASQUALI,0,SG,182,'O_'TIS',0,0.0,SHEWARD~
729,HASSE,0,SG,182,'NON_ORAGIONE',0,0.0,GALLI~
730,0,0,SL,182,0,0,VN,GIARDINI
731,0,0,SG,182,'QUELL_SOBRO',0,0.0,FRANCESINA~
732,CIAMPI,0,SG,182,'LAPER_L'OMBROSA',0,0.0,GALLI~
733,GEMINIANI,0,CNGR,182,0,0,0.0,0.0
734,0,0,SL,184,0,0,VN,GIARDINI
735,0,0,SL,184,0,0,VC,CERVETTO-gb
736,0,0,OV,185,0,0,0.0,PASSERINI
737,GRAUN,0,SG,185,'PER_ME',0,0.0,PASSERINI~
738,0,0,SL,185,0,0,VN,PASSERINI
739,PERGOLESI,0,SG,185,'CHI_NON_ODE',0,0.0,PASSERINI~
740,HANDEL,0,OV,185,0,0,0.0,0.0
741,HANDEL,0,SG,185,'JEHOVAH_IS',0,0.0,PASSERINI~
742,0,0,SL,185,0,0,VDA,PASSERINI
743,GRAUN,0,SG,185,'COMPIANGERMI',0,0.0,PASSERINI~
744,ARAIA,0,SG,185,'NON_HA',0,0.0,PASSERINI~
745,PASSERINI,0,OV,185,0,0,0.0,0.0
746,BOYCE,0,O,186,^another_passing_year_is_flown^,0,0.0,0.0
747,PALMA-B,0,SG,187,0,0,0.0,0.0
748,0,O ^APOLLO_AND_DAPHNE^,SG,187,'WITH_HORNS',0,0.0,0.0
749,ARNE-TA,0,SG,187,0,0,0.0,0.0
750,0,0,SG,187,'ELLEN-A-ROON',0,0.0,FALKNER~
751,0,0,SL,188,0,0,VN,BROWN-a
752,0,0,SL,188,0,0,VC,OSWALD
753,0,0,SL,188,0,0,BN,BAUMGARTEN-s
754,0,0,CN,188,0,0,HPD,BUTLER
755,0,0,CN,188,0,0,TPT,ABINGTON
756,0,0,CN,189,0,0,VC,CERVETTO-gb
757,0,0,CN,189,0,0,BN,MILLER-j
758,0,0,SL,189,0,0,FL,LAWSON
759,0,0,CN,189,0,0,ORG,ARNE-ta
760,DEFESCH,0,FP,189,0,0,0.0,0.0
761,NOEL,0,FP,192,0,0,0.0,0.0
762,0,0,SG,192,0,0,0.0,RAMELIO~
763,0,0,CN,192,0,0,VC,CERVETTO-gb
764,0,HANDEL O ^SAUL^,SG,192,0,0,0.0,YOUNG_GENTLEMAN
765,HANDEL,HANDEL O ^ESTHER^,OV,192,0,0,0.0,0.0
766,0,0,SG,192,0,0,0.0,RAMELIO~
767,0,0,CN,192,0,0,0.0,NOEL
768,0,HANDEL O ^ALEXANDER'S_FEAST^,SG,192,0,0,0.0,YOUNG_GENTLEMAN
769,HANDEL,HANDEL O ^SAMSON^,OV,192,0,0,0.0,0.0
770,HANDEL,0,O,196,^ALEXANDER'S_FEAST^,0,0.0,0.0
771,0,0,CN,197,0,0,HPD,KEEN
772,0,0,SL,197,0,0,BN,OWEN
773,0,0,CN,197,0,0,BN,OWEN
774,0,0,SL,197,0,0,VN,WARD-2
775,BARBANDT,0,SG,199,0,0,0.0,RAMELIO~
776,GUADAGNI,0,SG,199,0,0,0.0,RAMELIO~
777,HELLENDAAL,0,CN,199,0,0,VN,HELLENDAAL
778,HELLENDAAL,0,SL,199,0,0,VN,HELLENDAAL
779,0,0,CN,199,0,0,OB,BARBANDT
780,0,0,CN,199,0,0,HPD,BARBANDT
781,0,0,CN,199,0,0,VC,HERON
782,0,0,SL,199,0,0,VDA,GROSMAN
783,CHABRAN,0,OV,200,0,0,0.0,0.0
784,HANDEL,0,SG,200,'THE_SMILING',0,0.0,TURNER~E
785,0,0,CN,200,0,0,VC,CERVETTO-gb
786,CIAMPI,0,SG,200,'LE_DOLREZZE',0,0.0,GUADAGNI
787,0,0,CN,200,0,0,OB,EIFFERT
788,0,0,SG,200,'AH_D'ASCOLTAR',0,0.0,FRASI~
789,GEMINIANI,0,CNGR,200,0,0,0.0,0.0
790,0,0,CN,200,0,0,BN,MILLER-j
791,VINCI,0,SG,200,'CERVO_IN',0,0.0,TURNER~E
792,HASSE,0,SG,200,'NON_ARAGIONE',0,0.0,GUADAGNI
793,0,0,SL,200,0,0,VN,CHABRAN
794,GALUPPI,0,SG,200,'EMPIO_A',0,0.0,FRASI~
795,CIAMPI,0,DT,200,'PARTO_DATE',0,v,GUADAGNI
796,CIAMPI,0,DT,200,'PARTO_DATE',1,v,FRASI~
797,HANDEL,0,CNGR,200,0,0,0.0,5TH
798,CHABRAN,0,OV,202,0,0,0.0,0.0
799,GALUPPI,0,SG,202,'GIU_PUI',0,0.0,TURNER~E
800,0,0,CN,202,0,0,BN,MILLER-j
801,CIAMPI,0,SG,202,'NON_NI',0,0.0,GUADAGNI
802,0,0,CN,202,0,0,OB,EIFFERT
803,0,0,SG,202,'MY_FAITH',0,0.0,FRASI~
804,GEMINIANI,0,CNGR,202,0,0,0.0,0.0
805,0,0,CN,202,0,0,VC,CERVETTO-gb
806,HANDEL,0,SG,202,'MYSELF_I',0,0.0,TURNER~E
807,0,0,SL,202,0,0,VN,CHABRAN
808,GUADAGNI,0,SG,202,'AME_CHI',0,0.0,GUADAGNI
809,0,0,SG,202,'CONTENTE_E',0,0.0,FRASI~
810,0,0,DT,202,0,0,v,GUADAGNI
811,0,0,DT,202,0,1,v,TURNER~e
812,0,0,CNGR,202,0,0,0.0,0.0
813,0,0,OV,203,0,0,0.0,CHABRAN
814,HANDEL,0,SG,203,'GUILT_TREMBLING',0,0.0,FRASI~
815,0,0,CN,203,0,0,OB,EIFFERT
816,VINCI,0,SG,203,'VO_SOLCANDO',0,0.0,TURNER~E
817,0,0,CN,203,0,0,HPD,BUTLER
818,GLUCK,0,DT,203,'AH_M'INGANNASTI',0,v,FRASI~
819,GLUCK,0,DT,203,'AH_M'INGANNASTI',1,v,GUADAGNI
820,0,0,CN,203,0,0,VC,CERVETTO-gb
821,0,0,CN,203,0,0,BN,MILLER-j
822,CHINZER,0,SG,203,'SEVEDE_NASCERE',0,0.0,FRASI~
823,CIAMPI,0,SG,203,'IL_PASTOR',0,0.0,GUADAGNI
824,0,0,SL,203,0,0,VN,CHABRAN
825,HANDEL,0,SG,203,'O_HAD_I',0,0.0,TURNER~E
826,HANDEL,0,SG,203,'RETURN_O_GOD',0,0.0,GUADAGNI
827,GEMINIANI,0,CNGR,203,0,0,0.0,0.0
828,CHABRAN,0,OV,205,0,0,0.0,0.0
829,HANDEL,0,SG,205,'PIOUS_ORGIES',0,0.0,GUADAGNI
830,CIAMPI,0,SG,205,'INFELICE_IN_VAN',0,0.0,FRASI~
831,0,0,CN,205,0,0,VC,CERVETTO-gb
832,JOMMELLI,0,SG,205,'D'UN_GENEO',0,0.0,TURNER~E
833,CIAMPI,0,SG,205,'NON_LOSINGOR',0,0.0,FRASI~
834,HANDEL,0,CNGR,205,0,0,OB,2ND
835,HANDEL,0,CNGR,205,0,1,OB,?
836,0,0,CN,205,0,0,OB,EIFFERT
837,CIAMPI,0,SG,205,'DESTRIER_CHE',0,0.0,GUADAGNI
838,HANDEL,0,SG,205,'THE_MORNING',0,0.0,TURNER~E
839,0,0,SL,205,0,0,VN,CHABRAN
840,PEREZ,0,SG,205,'FIN_CHE',0,0.0,FRASI~
841,HANDEL,0,DT,205,'ATTENNERI',0,v,TURNER~e
842,HANDEL,0,DT,205,'ATTENNERI',1,v,GUADAGNI
843,CORELLI,0,CNGR,205,0,0,0.0,0.0
844,CHABRAN,0,OV,207,0,0,0.0,0.0
845,CIAMPI,0,SG,207,'RONDINELLA',0,0.0,GUADAGNI
846,0,0,CN,207,0,0,OB,EIFFERT
847,BERNASCONI,0,SG,207,'RITORNA_AL',0,0.0,TURNER~E
848,CERVETTO-GB,0,DT,207,0,0,bn,MILLER-j
849,CERVETTO-GB,0,DT,207,0,1,vc,CERVETTO-gb
850,SELLITTO,0,SG,207,'GUAL_TORBIDO',0,0.0,FRASI~
851,CORELLI,0,CNGR,207,0,0,0.0,0.0
852,HANDEL,0,CNGR,207,0,0,0.0,0.0
853,GUADAGNI,0,SG,207,'FIGLIO_SE',0,0.0,0.0
854,FRASI~,0,SG,207,'NON_SOGLIO',0,0.0,0.0
855,0,0,SL,207,0,0,VN,CHABRAN
856,HANDEL,0,SG,207,'THE_PRINCE',0,0.0,TURNER~E
857,HANDEL,0,DT,207,'O_FAIREST',0,v,FRASI~
858,HANDEL,0,DT,207,'O_FAIREST',1,v,GUADAGNI
859,0,0,CNGR,207,0,0,0.0,0.0
860,PIECE,0,0,209,0,0,HP,PARRY-j
861,PHILIDOR,0,OV,210,0,0,0.0,0.0
862,PHILIDOR,0,SG,210,0,0,0.0,0.0
863,PHILIDOR,0,DT,210,0,0,0.0,0.0
864,PHILIDOR,0,CH,210,0,0,0.0,0.0
865,HANDEL,0,OV,211,0,0,0.0,0.0
866,CIAMPI,0,SG,211,'PASTOR',0,0.0,GUADAGNI
